Participant ID,Group ID,Prompt,Response
32,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",5
33,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",3
34,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",4
35,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",1
36,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",7
37,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",8
38,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",10
39,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",5
40,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",8
41,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",7
42,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",3
43,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",8
44,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",5
45,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",5
46,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",10
47,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",10
48,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",7
49,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",6
50,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",9
51,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",5
52,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",5
53,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",9
54,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",7
55,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",9
56,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): History of sections/pages viewed",7
